Country,Year,Age,AgeTo,Schooling,Primary,Primary,Secondary,Secondary,Tertiary,Tertiary,Avg. Years,Avg. Years Primary, Avg. Years Secondary,Avg. Years Tertiary,Populaition,Region 
,1955,50,54,2.2,93.7,58.1,3.3,1.3,0.8,0.4,6.67,6.40,0.25,0.02,276,Advanced Economies
,1955,55,59,2.4,93.5,56.5,3.3,1.3,0.8,0.4,6.60,6.33,0.25,0.02,251,Advanced Economies
,1955,60,64,3.9,94.0,56.8,2.0,0.8,0.2,0.1,6.34,6.20,0.13,0.01,212,Advanced Economies
,1955,65,69,3.9,94.1,52.0,1.8,0.7,0.2,0.1,6.12,6.00,0.12,0.01,177,Advanced Economies
,1955,70,74,4.2,93.8,51.7,1.8,0.7,0.2,0.1,6.10,5.98,0.12,0.01,136,Advanced Economies
,1955,75,+,4.2,93.8,51.8,1.8,0.7,0.2,0.1,6.10,5.98,0.12,0.01,152,Advanced Economies
,1955,25,+,2.3,93.9,57.6,3.1,1.3,0.7,0.3,5.92,5.67,0.23,0.02,2496,Advanced Economies
,1955,15,+,2.0,94.1,59.1,3.2,1.3,0.6,0.3,5.60,5.35,0.23,0.02,2958,Advanced Economies
,,,,,,,,,,,,,,,,
,1960,15,19,0.1,94.9,70.9,5.0,0.5,0.0,0.0,3.74,3.52,0.22,0.00,273,Advanced Economies
,1960,20,24,1.9,55.3,38.4,40.9,17.0,1.9,0.6,6.10,3.59,2.47,0.05,234,Advanced Economies
,1960,25,29,1.2,92.6,61.4,5.2,2.2,1.0,0.6,3.73,3.33,0.37,0.03,208,Advanced Economies
,1960,30,34,1.2,92.6,62.0,5.2,3.1,1.0,0.6,3.78,3.34,0.41,0.03,239,Advanced Economies
,1960,35,39,1.2,94.7,60.9,3.3,1.6,0.8,0.4,3.56,3.28,0.26,0.02,286,Advanced Economies
,1960,40,44,1.2,94.7,60.5,3.3,1.6,0.8,0.4,6.82,6.54,0.26,0.02,186,Advanced Economies
,1960,45,49,1.6,94.3,58.9,3.3,1.3,0.8,0.4,6.73,6.45,0.25,0.02,268,Advanced Economies
,1960,50,54,1.7,94.2,59.5,3.3,1.3,0.8,0.4,6.75,6.48,0.25,0.02,281,Advanced Economies
,1960,55,59,2.2,93.7,57.7,3.3,1.3,0.8,0.4,6.65,6.38,0.25,0.02,267,Advanced Economies
,1960,60,64,2.4,93.5,57.5,3.3,1.3,0.8,0.4,6.64,6.37,0.25,0.02,239,Advanced Economies
,1960,65,69,3.9,94.0,52.9,2.0,0.8,0.2,0.1,6.18,6.05,0.13,0.01,194,Advanced Economies
,1960,70,74,3.9,93.9,52.7,2.0,0.8,0.2,0.1,6.17,6.04,0.13,0.01,149,Advanced Economies
,1960,75,+,4.2,93.6,52.6,2.0,0.8,0.2,0.1,6.16,6.03,0.13,0.01,179,Advanced Economies
,1960,25,+,2.1,93.9,58.3,3.3,1.4,0.7,0.4,5.73,5.47,0.24,0.02,2496,Advanced Economies
,1960,15,+,1.9,90.9,58.0,6.4,2.6,0.7,0.4,5.63,5.18,0.42,0.02,3003,Advanced Economies
,,,,,,,,,,,,,,,,
,1965,15,19,0.1,92.4,71.8,7.4,1.0,0.0,0.0,3.93,3.58,0.34,0.00,245,Advanced Economies
,1965,20,24,1.9,55.3,40.0,40.9,24.0,1.9,0.7,6.42,3.62,2.75,0.05,266,Advanced Economies
,1965,25,29,1.9,55.3,38.1,40.9,17.0,1.9,1.1,6.11,3.58,2.47,0.06,232,Advanced Economies
,1965,30,34,1.6,80.0,55.7,17.3,7.2,1.1,0.6,4.55,3.45,1.07,0.03,208,Advanced Economies
,1965,35,39,1.6,80.0,53.5,17.3,10.1,1.1,0.6,4.62,3.41,1.18,0.03,237,Advanced Economies
,1965,40,44,2.0,81.8,54.4,15.1,7.5,1.1,0.6,4.40,3.37,1.00,0.03,283,Advanced Economies
,1965,45,49,2.0,81.7,53.1,15.1,7.5,1.1,0.6,7.72,6.69,1.00,0.03,184,Advanced Economies
,1965,50,54,2.7,84.4,55.4,12.1,4.7,0.8,0.4,7.39,6.63,0.74,0.02,262,Advanced Economies
,1965,55,59,2.9,84.2,53.9,12.1,4.7,0.8,0.4,7.32,6.56,0.74,0.02,271,Advanced Economies
,1965,60,64,4.4,85.9,55.0,9.1,3.6,0.6,0.3,6.99,6.41,0.55,0.02,253,Advanced Economies
,1965,65,69,4.6,86.3,50.6,8.5,3.3,0.6,0.3,6.74,6.20,0.52,0.02,218,Advanced Economies
,1965,70,74,5.5,86.3,50.4,8.0,3.1,0.3,0.1,6.61,6.13,0.47,0.01,167,Advanced Economies
,1965,75,+,5.6,86.2,50.4,8.0,3.1,0.3,0.1,6.60,6.12,0.47,0.01,210,Advanced Economies
,1965,25,+,3.1,81.0,52.2,15.0,6.5,0.9,0.5,6.30,5.35,0.93,0.03,2525,Advanced Economies
,1965,15,+,2.7,79.7,52.7,16.7,7.0,0.9,0.4,6.13,5.08,1.02,0.03,3036,Advanced Economies
,,,,,,,,,,,,,,,,
,1970,15,19,0.1,80.7,64.4,19.1,2.7,0.0,0.0,4.55,3.67,0.88,0.00,247,Advanced Economies
,1970,20,24,0.1,44.2,32.8,53.2,31.2,2.5,0.9,7.41,3.77,3.58,0.07,249,Advanced Economies
,1970,25,29,1.9,55.3,39.1,40.9,24.0,1.9,1.1,6.41,3.60,2.75,0.06,261,Advanced Economies
,1970,30,34,1.9,55.3,39.5,40.9,17.0,1.9,1.1,6.13,3.61,2.47,0.06,231,Advanced Economies
,1970,35,39,2.0,69.3,47.5,27.6,11.4,1.2,0.7,5.18,3.49,1.66,0.04,208,Advanced Economies
,1970,40,44,2.0,69.2,47.2,27.6,16.2,1.2,0.7,5.36,3.48,1.85,0.04,237,Advanced Economies
,1970,45,49,2.6,70.8,47.2,25.2,12.5,1.4,0.8,5.09,3.42,1.62,0.04,280,Advanced Economies
,1970,50,54,2.7,70.7,47.6,25.2,12.5,1.4,0.8,8.52,6.86,1.62,0.04,181,Advanced Economies
,1970,55,59,3.5,76.0,49.9,19.6,7.6,0.8,0.4,7.84,6.67,1.15,0.02,255,Advanced Economies
,1970,60,64,3.9,75.6,49.6,19.6,7.6,0.8,0.4,7.82,6.64,1.15,0.02,258,Advanced Economies
,1970,65,69,6.2,79.3,47.6,14.1,5.5,0.4,0.2,7.06,6.24,0.82,0.01,232,Advanced Economies
,1970,70,74,6.3,79.2,47.4,14.1,5.5,0.4,0.2,7.05,6.22,0.82,0.01,186,Advanced Economies
,1970,75,+,6.7,78.8,47.2,14.1,5.5,0.4,0.2,7.03,6.20,0.82,0.01,235,Advanced Economies
,1970,25,+,3.6,70.7,46.6,24.6,11.1,1.1,0.6,6.70,5.15,1.52,0.03,2564,Advanced Economies
,1970,15,+,3.0,69.3,46.9,26.6,11.6,1.1,0.5,6.59,4.94,1.62,0.03,3060,Advanced Economies
,,,,,,,,,,,,,,,,
,1975,15,19,0.1,76.3,61.5,23.6,3.8,0.0,0.0,4.80,3.70,1.10,0.00,287,Advanced Economies
,1975,20,24,0.1,40.0,30.0,55.9,37.4,4.0,1.4,7.96,3.80,4.05,0.11,256,Advanced Economies
,1975,25,29,0.1,44.2,31.6,53.2,31.2,2.5,1.4,7.40,3.74,3.58,0.08,254,Advanced Economies
,1975,30,34,0.9,49.3,35.6,47.5,27.9,2.2,1.3,6.95,3.69,3.20,0.07,262,Advanced Economies
,1975,35,39,0.9,58.6,40.7,38.9,16.1,1.6,0.9,5.98,3.60,2.33,0.05,231,Advanced Economies
,1975,40,44,1.0,65.0,44.9,32.8,13.6,1.3,0.7,5.55,3.56,1.95,0.04,208,Advanced Economies
,1975,45,49,1.0,67.4,45.5,30.4,17.8,1.2,0.6,5.58,3.52,2.02,0.04,235,Advanced Economies
,1975,50,54,1.3,68.2,46.4,29.3,14.6,1.2,0.7,5.41,3.51,1.86,0.04,276,Advanced Economies
,1975,55,59,1.3,70.4,46.8,26.9,13.4,1.4,0.7,8.71,6.95,1.72,0.04,176,Advanced Economies
,1975,60,64,1.7,75.7,50.3,21.8,8.5,0.8,0.4,8.15,6.85,1.28,0.02,243,Advanced Economies
,1975,65,69,1.9,76.5,46.5,20.9,8.1,0.8,0.4,7.90,6.65,1.22,0.02,239,Advanced Economies
,1975,70,74,2.9,77.6,47.0,18.9,7.4,0.6,0.3,7.67,6.55,1.10,0.02,202,Advanced Economies
,1975,75,+,3.0,77.5,47.0,18.9,7.4,0.6,0.3,7.66,6.54,1.10,0.02,267,Advanced Economies
,1975,25,+,1.4,66.1,44.1,31.2,14.7,1.3,0.7,7.00,5.02,1.94,0.04,2593,Advanced Economies
,1975,15,+,1.2,64.9,44.5,32.5,14.9,1.4,0.7,6.87,4.82,2.01,0.04,3136,Advanced Economies
,,,,,,,,,,,,,,,,
,1980,15,19,0.1,74.3,61.5,25.6,4.1,0.0,0.0,4.93,3.74,1.19,0.00,325,Advanced Economies
,1980,20,24,0.1,31.6,24.3,67.1,44.9,1.2,0.4,8.46,3.85,4.58,0.03,294,Advanced Economies
,1980,25,29,0.1,40.0,29.4,55.9,37.4,4.0,2.3,7.96,3.78,4.05,0.13,254,Advanced Economies
,1980,30,34,0.1,44.2,32.8,53.2,31.2,2.5,1.5,7.42,3.77,3.58,0.08,251,Advanced Economies
,1980,35,39,0.1,44.2,31.5,53.2,31.2,2.5,1.4,7.40,3.74,3.58,0.08,260,Advanced Economies
,1980,40,44,0.1,61.4,43.5,37.2,15.4,1.3,0.7,5.89,3.64,2.21,0.04,230,Advanced Economies
,1980,45,49,0.1,61.4,42.5,37.2,15.4,1.3,0.7,5.87,3.62,2.21,0.04,206,Advanced Economies
,1980,50,54,0.1,66.0,46.1,32.9,19.3,1.1,0.6,5.81,3.60,2.17,0.03,230,Advanced Economies
,1980,55,59,0.1,66.0,45.0,32.9,16.4,1.1,0.6,5.67,3.58,2.06,0.03,268,Advanced Economies
,1980,60,64,0.1,70.2,47.9,28.4,14.1,1.3,0.7,8.94,7.10,1.81,0.04,169,Advanced Economies
,1980,65,69,0.1,75.4,47.0,23.7,9.2,0.8,0.4,8.26,6.86,1.38,0.02,227,Advanced Economies
,1980,70,74,0.1,75.4,46.9,23.7,9.2,0.8,0.4,8.26,6.85,1.38,0.02,210,Advanced Economies
,1980,75,+,0.1,75.4,46.9,23.7,9.2,0.8,0.4,8.26,6.85,1.38,0.02,305,Advanced Economies
,1980,25,+,0.1,61.7,42.2,36.6,18.1,1.6,0.9,7.23,4.86,2.32,0.05,2610,Advanced Economies
,1980,15,+,0.1,60.0,42.3,38.5,18.4,1.4,0.7,7.10,4.67,2.39,0.04,3229,Advanced Economies
,,,,,,,,,,,,,,,,
,1985,15,19,1.7,70.1,59.2,27.5,5.0,0.8,0.1,5.09,3.71,1.36,0.02,307,Advanced Economies
,1985,20,24,1.0,28.5,22.4,61.5,46.8,9.0,3.3,9.14,3.84,5.05,0.25,328,Advanced Economies
,1985,25,29,0.1,30.3,22.7,64.3,43.0,5.4,3.2,8.74,3.84,4.72,0.17,293,Advanced Economies
,1985,30,34,0.1,39.2,29.6,54.8,36.7,5.9,3.6,8.13,3.80,4.13,0.19,252,Advanced Economies
,1985,35,39,0.1,43.0,31.2,51.7,30.4,5.2,3.1,7.63,3.76,3.70,0.17,249,Advanced Economies
,1985,40,44,0.1,44.2,31.9,53.2,31.2,2.9,1.7,7.46,3.77,3.61,0.09,259,Advanced Economies
,1985,45,49,0.1,60.8,42.9,36.8,15.3,2.3,1.3,5.98,3.64,2.27,0.07,227,Advanced Economies
,1985,50,54,0.1,61.4,43.8,37.2,15.4,1.4,0.8,5.91,3.65,2.22,0.04,203,Advanced Economies
,1985,55,59,0.1,65.9,45.8,32.9,19.3,1.5,0.8,5.86,3.61,2.20,0.05,225,Advanced Economies
,1985,60,64,0.1,65.9,45.8,32.9,19.3,1.3,0.7,5.83,3.60,2.19,0.04,258,Advanced Economies
,1985,65,69,0.1,70.2,44.6,28.4,13.0,1.4,0.7,8.78,6.97,1.77,0.04,158,Advanced Economies
,1985,70,74,0.1,73.6,46.7,25.5,11.7,1.2,0.6,8.55,6.94,1.58,0.03,203,Advanced Economies
,1985,75,+,0.1,73.6,46.7,25.5,11.7,1.2,0.6,8.56,6.94,1.58,0.03,340,Advanced Economies
,1985,25,+,0.1,56.3,39.3,41.0,22.2,2.8,1.6,7.47,4.63,2.75,0.09,2667,Advanced Economies
,1985,15,+,0.3,54.8,39.5,41.8,22.2,3.2,1.6,7.38,4.47,2.82,0.10,3302,Advanced Economies
,,,,,,,,,,,,,,,,
,1990,15,19,2.0,61.6,52.9,36.4,6.6,0.0,0.0,5.47,3.75,1.72,0.00,254,Advanced Economies
,1990,20,24,3.9,26.1,20.8,67.8,51.6,2.3,0.9,8.77,3.74,4.96,0.06,320,Advanced Economies
,1990,25,29,1.0,28.4,21.7,61.3,46.6,9.4,5.9,9.19,3.83,5.06,0.31,334,Advanced Economies
,1990,30,34,0.1,29.0,22.3,61.6,41.2,9.4,6.0,9.03,3.86,4.86,0.31,295,Advanced Economies
,1990,35,39,0.1,38.4,28.4,53.7,35.9,7.8,5.0,8.26,3.80,4.21,0.26,255,Advanced Economies
,1990,40,44,0.1,41.8,30.7,50.3,29.5,7.8,4.9,7.85,3.77,3.82,0.25,250,Advanced Economies
,1990,45,49,0.1,43.9,31.5,52.8,31.0,3.2,2.0,7.46,3.75,3.61,0.10,258,Advanced Economies
,1990,50,54,0.1,60.2,43.7,36.5,15.1,3.2,1.9,6.09,3.67,2.32,0.10,225,Advanced Economies
,1990,55,59,0.1,61.3,43.3,37.1,15.4,1.5,0.9,5.91,3.64,2.22,0.05,199,Advanced Economies
,1990,60,64,0.1,65.5,46.3,32.6,19.1,1.8,1.1,5.88,3.61,2.21,0.06,218,Advanced Economies
,1990,65,69,0.1,65.7,42.5,32.7,19.2,1.5,0.8,5.78,3.53,2.20,0.05,244,Advanced Economies
,1990,70,74,0.1,68.1,43.9,30.4,17.8,1.5,0.8,9.12,7.03,2.05,0.05,144,Advanced Economies
,1990,75,+,0.1,71.2,46.0,27.2,16.0,1.5,0.8,8.88,6.98,1.85,0.05,368,Advanced Economies
,1990,25,+,0.2,50.8,36.1,44.3,26.5,4.7,2.8,7.74,4.38,3.21,0.15,2790,Advanced Economies
,1990,15,+,0.7,49.2,36.0,45.9,26.7,4.2,2.3,7.64,4.27,3.24,0.13,3364,Advanced Economies
,,,,,,,,,,,,,,,,
,1995,15,19,3.4,52.5,46.7,40.4,7.6,3.7,0.6,6.05,3.75,2.22,0.09,223,Advanced Economies
,1995,20,24,3.9,5.9,4.9,69.6,55.2,20.6,8.1,11.04,3.82,6.64,0.57,278,Advanced Economies
,1995,25,29,3.6,24.5,19.3,63.6,48.4,8.4,5.3,9.18,3.75,5.15,0.27,343,Advanced Economies
,1995,30,34,1.0,27.8,22.1,59.8,45.6,11.5,7.4,9.36,3.85,5.13,0.38,348,Advanced Economies
,1995,35,39,0.1,28.7,22.0,61.0,40.9,10.1,6.5,9.08,3.86,4.89,0.33,302,Advanced Economies
,1995,40,44,0.1,37.7,28.7,52.6,35.2,9.6,6.1,8.41,3.82,4.28,0.31,260,Advanced Economies
,1995,45,49,0.1,41.9,31.2,50.5,29.6,7.5,4.6,7.83,3.78,3.80,0.24,252,Advanced Economies
,1995,50,54,0.1,43.1,32.4,51.9,30.5,4.9,3.0,7.63,3.78,3.69,0.16,256,Advanced Economies
,1995,55,59,0.1,60.0,44.0,36.4,15.1,3.5,2.1,6.13,3.67,2.34,0.11,223,Advanced Economies
,1995,60,64,0.1,60.7,44.4,36.8,15.2,2.5,1.5,6.03,3.67,2.28,0.08,195,Advanced Economies
,1995,65,69,0.1,65.1,43.6,32.4,19.0,2.4,1.3,5.89,3.57,2.25,0.07,208,Advanced Economies
,1995,70,74,0.1,63.0,42.1,34.6,20.3,2.3,1.2,6.03,3.58,2.38,0.07,224,Advanced Economies
,1995,75,+,0.1,67.8,45.3,29.8,17.5,2.3,1.2,9.24,7.10,2.08,0.07,345,Advanced Economies
,1995,25,+,0.6,45.5,33.6,47.6,29.5,6.3,3.8,7.97,4.17,3.59,0.20,2956,Advanced Economies
,1995,15,+,1.1,42.7,32.3,48.9,29.6,7.3,4.1,8.08,4.12,3.73,0.23,3457,Advanced Economies
,,,,,,,,,,,,,,,,
,2000,15,19,0.1,55.7,50.4,38.9,7.8,5.3,0.9,6.30,3.89,2.29,0.12,235,Advanced Economies
,2000,20,24,5.8,0.1,0.1,69.4,58.2,24.6,9.8,11.53,3.77,7.07,0.69,227,Advanced Economies
,2000,25,29,3.9,5.9,4.7,69.6,55.3,20.6,13.3,11.14,3.82,6.64,0.68,283,Advanced Economies
,2000,30,34,3.4,23.3,18.8,60.5,46.1,12.8,8.4,9.48,3.77,5.29,0.42,344,Advanced Economies
,2000,35,39,0.9,27.1,21.1,58.5,44.5,13.5,8.7,9.48,3.84,5.20,0.44,348,Advanced Economies
,2000,40,44,0.1,28.3,21.9,60.2,40.3,11.4,7.3,9.17,3.87,4.93,0.37,301,Advanced Economies
,2000,45,49,0.1,37.0,27.9,51.6,34.6,11.3,7.1,8.54,3.82,4.35,0.37,258,Advanced Economies
,2000,50,54,0.1,41.9,32.0,50.4,29.6,7.6,4.7,7.85,3.80,3.81,0.24,249,Advanced Economies
,2000,55,59,0.1,42.4,31.6,51.1,30.0,6.4,3.8,7.74,3.78,3.75,0.20,251,Advanced Economies
,2000,60,64,0.1,59.8,44.5,36.2,15.0,3.9,2.3,6.17,3.69,2.36,0.12,219,Advanced Economies
,2000,65,69,0.1,60.2,41.0,36.5,15.1,3.3,1.8,6.04,3.61,2.32,0.10,190,Advanced Economies
,2000,70,74,0.1,62.5,42.4,34.3,20.1,3.1,1.7,6.12,3.60,2.43,0.10,193,Advanced Economies
,2000,75,+,0.1,63.3,43.0,33.6,19.7,3.1,1.7,6.06,3.59,2.38,0.09,399,Advanced Economies
,2000,25,+,0.9,39.6,29.6,50.3,32.1,9.2,5.6,8.09,3.76,4.03,0.30,3035,Advanced Economies
,2000,15,+,1.2,38.1,29.2,50.7,31.5,10.0,5.6,8.18,3.77,4.09,0.31,3497,Advanced Economies
,,,,,,,,,,,,,,,,
,2005,15,19,0.1,57.2,52.4,42.5,9.7,0.2,0.0,6.01,3.90,2.10,0.00,231,Advanced Economies
,2005,20,24,0.1,9.1,7.8,85.1,73.6,5.7,2.3,10.93,3.97,6.80,0.16,246,Advanced Economies
,2005,25,29,6.1,0.1,0.1,72.9,61.1,20.9,13.7,11.47,3.76,7.03,0.69,239,Advanced Economies
,2005,30,34,3.9,5.8,4.8,69.9,55.5,20.4,13.6,11.15,3.82,6.64,0.68,287,Advanced Economies
,2005,35,39,3.3,22.2,17.5,57.7,44.0,16.8,11.0,9.74,3.77,5.41,0.56,346,Advanced Economies
,2005,40,44,0.9,26.1,20.4,56.2,42.8,16.8,11.0,9.71,3.85,5.31,0.56,348,Advanced Economies
,2005,45,49,0.1,27.5,21.0,58.4,39.1,14.0,8.9,9.35,3.87,5.02,0.46,300,Advanced Economies
,2005,50,54,0.1,35.8,27.7,50.1,33.5,14.0,8.8,8.75,3.83,4.46,0.46,256,Advanced Economies
,2005,55,59,0.1,41.7,31.4,50.2,29.5,8.0,4.8,7.88,3.79,3.83,0.26,244,Advanced Economies
,2005,60,64,0.1,41.7,31.4,50.2,29.5,8.0,4.9,7.88,3.79,3.83,0.26,251,Advanced Economies
,2005,65,69,0.1,59.5,41.0,36.1,15.0,4.3,2.4,6.14,3.63,2.38,0.13,217,Advanced Economies
,2005,70,74,0.1,57.3,39.4,38.3,15.9,4.3,2.4,6.28,3.64,2.51,0.13,177,Advanced Economies
,2005,75,+,0.1,60.3,41.5,35.7,20.9,3.9,2.2,6.32,3.62,2.58,0.12,426,Advanced Economies
,2005,25,+,1.4,34.1,25.8,52.4,32.6,12.2,7.5,8.55,3.78,4.37,0.39,3091,Advanced Economies
,2005,15,+,1.2,33.8,26.2,54.0,33.0,11.0,6.3,8.50,3.80,4.36,0.34,3568,Advanced Economies
,,,,,,,,,,,,,,,,
,2010,15,19,0.1,55.9,51.6,43.9,7.9,0.0,0.0,5.99,3.91,2.08,0.00,234,Advanced Economies
,2010,20,24,0.1,11.2,9.6,81.7,69.5,7.0,2.9,10.77,3.96,6.61,0.20,236,Advanced Economies
,2010,25,29,0.1,7.6,6.3,71.3,59.7,20.9,13.9,11.58,3.97,6.91,0.70,253,Advanced Economies
,2010,30,34,5.8,0.1,0.1,69.6,57.4,24.5,16.6,11.62,3.77,7.03,0.82,244,Advanced Economies
,2010,35,39,4.0,5.9,4.7,71.2,55.3,18.9,12.6,11.01,3.82,6.57,0.63,290,Advanced Economies
,2010,40,44,3.2,21.7,17.1,56.3,43.7,18.9,12.5,9.92,3.78,5.51,0.63,347,Advanced Economies
,2010,45,49,0.9,26.5,20.5,57.2,40.7,15.4,9.9,9.49,3.84,5.14,0.51,347,Advanced Economies
,2010,50,54,0.1,27.1,21.1,57.5,40.9,15.4,9.8,9.54,3.88,5.16,0.50,298,Advanced Economies
,2010,55,59,0.1,36.6,27.8,51.2,30.1,12.1,7.3,8.42,3.82,4.22,0.39,252,Advanced Economies
,2010,60,64,0.1,39.9,30.3,48.0,28.2,12.1,7.5,8.21,3.80,4.01,0.39,238,Advanced Economies
,2010,65,69,0.1,42.0,29.2,50.5,25.4,7.4,4.2,7.60,3.74,3.63,0.23,242,Advanced Economies
,2010,70,74,0.1,55.5,38.5,37.0,18.6,7.4,4.2,6.71,3.66,2.82,0.23,204,Advanced Economies
,2010,75,+,0.1,56.9,39.5,38.5,13.0,4.6,2.6,6.22,3.65,2.43,0.14,436,Advanced Economies
,2010,25,+,1.3,29.7,22.6,54.9,35.2,14.1,8.8,9.00,3.81,4.73,0.46,3151,Advanced Economies
,2010,15,+,1.2,30.2,23.4,56.0,34.8,12.7,7.4,8.87,3.82,4.65,0.40,3621,Advanced Economies
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Belgium,1950,15,19,6.4,37.3,37.3,52.7,8.2,3.7,3.7,7.81,5.62,2.05,0.15,310,Advanced Economies
,1950,20,24,0.9,55.1,38.0,39.3,10.1,4.7,3.6,7.37,5.44,1.76,0.17,324,Advanced Economies
,1950,25,29,1.2,54.8,33.3,39.3,11.2,4.7,3.6,7.25,5.29,1.80,0.17,340,Advanced Economies
,1950,30,34,1.5,74.5,47.6,22.1,6.3,1.9,1.5,6.14,5.10,0.97,0.07,232,Advanced Economies
,1950,35,39,1.8,74.2,55.3,22.1,6.0,1.9,1.5,6.35,5.33,0.96,0.07,312,Advanced Economies
,1950,40,44,1.9,74.0,55.2,22.1,6.0,1.9,0.8,6.33,5.32,0.96,0.05,327,Advanced Economies
,1950,45,49,2.3,73.7,64.8,22.1,5.8,1.9,0.8,6.60,5.59,0.95,0.05,329,Advanced Economies
,1950,50,54,3.0,83.0,73.0,13.4,3.5,0.6,0.3,6.08,5.52,0.54,0.02,304,Advanced Economies
,1950,55,59,3.4,82.6,78.1,13.4,3.5,0.6,0.3,6.23,5.66,0.54,0.02,263,Advanced Economies
,1950,60,64,3.3,83.8,79.2,12.3,3.2,0.6,0.3,6.18,5.66,0.50,0.02,227,Advanced Economies
,1950,65,69,3.4,84.8,79.9,11.3,2.7,0.5,0.2,6.11,5.65,0.45,0.01,197,Advanced Economies
,1950,70,74,3.4,84.8,79.9,11.3,2.7,0.5,0.2,6.11,5.65,0.45,0.01,154,Advanced Economies
,1950,75,+,3.4,84.8,73.7,11.3,2.6,0.5,0.2,5.93,5.46,0.45,0.01,177,Advanced Economies
,1950,25,+,2.5,76.3,62.2,19.7,5.2,1.6,0.9,6.32,5.43,0.84,0.05,2862,Advanced Economies
,1950,15,+,2.7,70.8,58.2,24.4,6.2,2.1,1.2,6.57,5.46,1.04,0.07,3496,Advanced Economies
,,,,,,,,,,,,,,,,
,1955,15,19,5.5,33.1,33.1,57.3,9.0,4.1,4.1,8.07,5.67,2.24,0.17,284,Advanced Economies
,1955,20,24,0.7,55.4,38.6,39.3,10.1,4.7,3.6,7.39,5.46,1.76,0.17,310,Advanced Economies
,1955,25,29,0.9,55.1,38.0,39.3,10.1,4.7,3.6,7.37,5.44,1.76,0.17,323,Advanced Economies
,1955,30,34,1.2,54.8,39.8,39.3,11.2,4.7,3.6,7.44,5.48,1.80,0.17,339,Advanced Economies
,1955,35,39,1.5,74.5,63.0,22.1,6.3,1.9,1.5,6.60,5.57,0.97,0.07,232,Advanced Economies
,1955,40,44,1.8,74.2,62.8,22.1,6.0,1.9,1.5,6.57,5.55,0.96,0.07,310,Advanced Economies
,1955,45,49,1.9,74.0,73.9,22.1,6.0,1.9,0.8,6.89,5.88,0.96,0.05,323,Advanced Economies
,1955,50,54,2.3,73.7,73.5,22.1,5.8,1.9,0.8,6.86,5.86,0.95,0.05,322,Advanced Economies
,1955,55,59,3.0,83.0,83.0,13.4,3.5,0.6,0.3,6.38,5.82,0.54,0.02,294,Advanced Economies
,1955,60,64,3.4,82.6,82.6,13.4,3.5,0.6,0.3,6.36,5.80,0.54,0.02,248,Advanced Economies
,1955,65,69,3.3,83.8,83.8,12.3,3.2,0.6,0.2,6.31,5.80,0.50,0.02,206,Advanced Economies
,1955,70,74,3.4,83.8,83.8,12.3,3.2,0.6,0.2,6.31,5.80,0.50,0.02,166,Advanced Economies
,1955,75,+,3.4,83.8,82.6,12.3,3.2,0.6,0.2,6.28,5.76,0.50,0.02,204,Advanced Economies
,1955,25,+,2.2,73.3,66.4,22.5,6.0,2.0,1.2,6.70,5.66,0.98,0.06,2967,Advanced Economies
,1955,15,+,2.4,68.5,61.3,26.7,6.9,2.4,1.5,6.87,5.64,1.15,0.08,3561,Advanced Economies
,,,,,,,,,,,,,,,,
,1960,15,19,4.6,28.3,28.3,62.0,12.1,5.1,5.1,8.46,5.73,2.53,0.21,269,Advanced Economies
,1960,20,24,0.4,55.6,38.8,39.3,12.7,4.7,3.6,7.48,5.47,1.84,0.17,285,Advanced Economies
,1960,25,29,0.7,55.4,38.6,39.3,10.1,4.7,3.6,7.39,5.46,1.76,0.17,311,Advanced Economies
,1960,30,34,0.9,55.1,38.0,39.3,10.1,4.7,3.6,7.37,5.44,1.76,0.17,324,Advanced Economies
,1960,35,39,1.2,54.8,44.2,39.3,11.2,4.7,3.6,7.57,5.61,1.80,0.17,339,Advanced Economies
,1960,40,44,1.5,74.4,59.9,22.1,6.3,1.9,1.5,6.50,5.47,0.97,0.07,231,Advanced Economies
,1960,45,49,1.8,74.1,70.4,22.1,6.0,1.9,1.5,6.80,5.78,0.96,0.07,308,Advanced Economies
,1960,50,54,1.9,74.0,70.3,22.1,6.0,1.9,0.8,6.78,5.77,0.96,0.05,318,Advanced Economies
,1960,55,59,2.3,73.6,73.6,22.1,5.8,1.9,0.8,6.86,5.85,0.95,0.05,313,Advanced Economies
,1960,60,64,3.0,82.9,82.9,13.4,3.5,0.6,0.3,6.38,5.81,0.54,0.02,279,Advanced Economies
,1960,65,69,3.4,82.6,82.6,13.4,3.5,0.6,0.3,6.35,5.79,0.54,0.02,228,Advanced Economies
,1960,70,74,3.3,82.6,82.6,13.4,3.5,0.6,0.3,6.36,5.80,0.54,0.02,176,Advanced Economies
,1960,75,+,3.3,82.6,77.6,13.4,3.5,0.6,0.3,6.20,5.64,0.54,0.02,229,Advanced Economies
,1960,25,+,2.0,69.4,61.4,26.1,7.0,2.6,1.6,6.88,5.64,1.15,0.08,3056,Advanced Economies
,1960,15,+,2.1,66.2,58.2,28.9,7.7,2.8,1.8,6.99,5.63,1.26,0.09,3610,Advanced Economies
,,,,,,,,,,,,,,,,
